Artist,Song_Name,Lyric
Bob Marley,Freedom Time,"Got the news from the whispering trees
This is the time when man must be free
No more burn in vain
All we lose we'll have to gain

Get ready, children (3x)

Didn't I build the cabin?
Didn't I plant the corn?
Didn't my people keep holy
Slave to this country?

Get ready, children (3x)

My sermon it was billed for freedom
The good lord said son you're a free man
I'm gonna talk that freedom talk
Let me see you walk that freedom walk
When you get ready, children, please, get ready
Children, get ready, I tell you

Got the news from a whispering tree
This is the time when man must be free
No more burn in vain
All we lose we'll have to gain

Get ready, children (3x)"
Bob Marley,Fussing and Fighting,"Why's this fussing and a-fighting?
I wanna know, Lord, I wanna know
Why's this bumping and a-boring?
I wanna know, Lord, I wanna know now

We should really love each other (love each other)
In peace and harmony (peace and harmony), ooh
Instead, we're fussing and fighting (fussing and fighting)
And them workin' iniquity (... iniquity)

Why's this fussing and a-fighting?
I wanna know, Lord, I wanna know (... know), I wanna know now
Why's this cheating and backbiting?
(I wanna know ...) I wanna know, oh, Lord, I wanna know now

(Stop your fussing and fighting, stop your fussing and fighting)
(Stop your fussing and fighting, stop your fussing and fighting)

We should really love each other (love each other)
In peace and harmony (peace and harmony)
Instead, instead, we're fussing and fighting (fussing and fighting)
Like we ain't supposed to be (... supposed to be), tell me why

Why's this fussing and a-fighting?
I wanna know, Lord, I wanna know, someone, please
Why's this (... bumping and ...) bumping and boring?
(I wanna ...) I wanna know (... I wanna know), Lord, tell me now ..."
Bob Marley,Give thanks and praises,"Give thanks and praises to the Most-I (Jah!);
Give thanks and praises so high (so high).
He will not deceive us my brethren;
He will only lead us again (again):
Oh, take that veil from off of your eyes;
Look into the future of realize.

Noah had three sons, Ham, Shem and Japhet (Ham, Shem and Japhet);
And in Ham is known to be the Prophet.
Glory to Jah, the Prophet is come (through all these ages);
Glory to Jah, the Prophet has come (through all these stages).
When my soul was hurtin' deep within,
And I'm worrying to be free, desperately, yeah.
So guide and protect I'n'I, O Jah - Jah,
Through all these ages;
Guide and protect I'n'I, O Jah - Jah,
Through all these stages.

Rastafari is his Name (Jah!) -
Rastafari is his Name (Jah!).
If Jah didn't love I (love I),
If I didn't love I (love I),
If Jah didn't love I (love I),
If I didn't love I,
Would I be around today?
Would I be around to say:

Give thanks and praises, give thanks and praises;
Give thanks and praises, give thanks and praises;
Give thanks and praises, give thanks and praises. /fadeout/

"
Bob Marley,Guava Jelly,"You said you love me,
I said I love you
Why won't you stop your crying?
Dry your weeping eyes
You know that I love,
I love I love I love you so,
Da dam dam da dam damsel
Here I am
I said come rub it 'pon me belly wit' you guava jelly
Da dam dam da dam damsel (Here I am)
Whoa now (Come rub it 'pon me belly)
Whoa now (Wit you guava jelly)
Whoa now
I really really
I really love you
Yes I really
Really love you child
I'll say you should stop your crying
Wipe, wipe your weeping eyes
Getting high I'm gonna love
Love you from the bottom of my heart (Damsel)
Oh damsel
Oh damsel (Here I am)
Oh damsel (Come rub it 'pon me belly wit you guava jelly)
Da dam dam da dam damsel (Here I am)

etc etc etc, the song fades away
"
Bob Marley,Guiltiness,"Guiltiness (talkin' 'bout guiltiness)
Pressed on their conscience. Oh yeah.
And they live their lives (they live their lives)
On false pretence everyday -
each and everyday. Yeah.

These are the big fish
Who always try to eat down the small fish,
just the small fish.
I tell you what: they would do anything
To materialize their every wish. Oh yeah-eah-eah-eah.

Say: Work to the downpressor
They'll eat the bread of sorrow!
Work to the downpressors
They'll eat the bread of sad tomorrow!
Work to the downpressor
They'll eat the bread of sorrow!
Oh, yeah-eah! Oh, yeah-eah-eah-eah!

Guiltiness
Pressed on their conscience. Oh yeah. Oh yeah.
These are the big fish
Who always try to eat down the small fish,
just the small fish.

I tell you what: they would do anything
To materialize their every wish. Oh, yeah-eah-eah-eah-eah-eah.

But: Work to the downpressor:
They'll eat the bread of sorrow!
Woe to the downpressors:
They'll eat the bread of sad tomorrow!
Work to the downpressor
They'll eat the bread of sad tomorrow!
Oh, yeah-eah! Oh yeah-e-e-e-e-e!

Guiltiness. Oh yeah. Ah!
They'll eat the bread of sorrow everyday."
Bob Marley,Hallelujah Time,"Hear the children cryin',
but I know they cry not in vain.
Now the times are changin';
love has come to bloom again.

Smelling the air when spring comes by raindrops
reminds us of youthful days.
But now it's not rain that water the cane crops,
but the sweat from man's brow;
the substance from our spine.
We gotta keep on living, living on borrowed time:
Hallelujah time!

Yes, you can hear the children singing: Hallelujah time!
As they go singing by and by: Hallelujah time!
Oh, ""hallelujah"" singing in the morning.
Hallelujah time! Let them sing; don't let them cry.

Over rocks and mountains
the sheep are scattered all around.
Over hills and valleys,
they are everywhere to be found.
But though we bear our burdens now,
All afflictions got to end somehow:
From swinging the hammer, pulling the plough.

Why won't you let us be, to live in harmony?
We like to be free like birds in a tree.

Hallelujah time! Yes, you can hear the children singing.
Hallelujah time! Yes, as they go singing by and by.
Hallelujah time! Oh ""hallelujah"" singing in the morning.
Let them sing; never let them cry.
Hallelujah time! ""Hallelujah"" singin' in the morning.
"
Bob Marley,Hammer,"They just keep ordering me
Won't let go...
Holding me
Won't let go...

I need a hammer, a hammer,
a hammer, a hammer, (2x)
to hammer them down

They just keep teasing me
And you know that they lie they don't know
Provoking me
But this is all I know

I need a hammer, a hammer,
a hammer, a hammer, (2x)
to hammer them down

I need a hammer, a hammer,
a hammer, a hammer, (4x)
to hammer them down

Ordering me
Won't let go...
Holding me
Won't let go...

I need a hammer, a hammer,
a hammer, a hammer,
to hammer them down"
Bob Marley,High Tide Or Low Tide,"In high seas or-a low seas, I'm gonna be your friend; I'm gonna
be your friend.
In-a high tide or-a low tide, I'll be by your side; I'll be by
your side.

(I heard her praying - praying - praying)
I said, I heard my mother;
She was praying (praying - praying - praying); in the night
And the words that she said (the words that she said),
They still-a lingers in my head (lingers in my head). She said:
""A child is born into this world, He needs protection. Wo-oh,
mm.


God, guide and protect us.
When we're wrong, please correct us (when we're wrong, correct
us),
And stand by me,"" yeah!


High seas or-a low seas, I'm gonna be your friend; He said,
""I'm
gonna be your friend.""
And, baby, high tide or low tide, I'll be by your side; I'll be
by your side.

Mm. I said, I heard my mother;
She was cryin' (I heard her cryin', cryin', cryin') in the
night
And the tears that she shed (the tears that she shed),
They still lingers in my head (lingers in my head). She said:
""A child is born in this world, He needs protection. O-oh, mm.
God, guide and protect us.
When we're wrong (when we're wrong), correct us.""
O-oh.

And in high seas or low seas, I'm gonna be your friend; I'm
gonna be your friend.
Said, ""High tide or low tide, I'll be by your side; I'll be by
your side -"""
Bob Marley,How Many Times,"How Many Times
How many times I've told you I love you?
But now you want to say that we are through
Oh, what more can I do?
What more can I say to you?
Now you're gone...

Do you remember that first night we met?
That was a moment I never will forget
Love was at first sight
You came walking through the pale,
Pale moonlight
Pale moonlight

Do you remember that first night we met?
That was a moment I'll-ahh never will forget
Love was at your first sight
You came walking through the p-p-pale, p-p-pale,
Pale moonlight
Pale moonlight

Doo, do-do-wop, choo-wop, choo-wop
Doo, do-do-wop, choo-wop, choo-wop

"
Bob Marley,I know,"Wo, man, there you are!

When the race gets hard to run
It means you just can't take the pace
When it's time to have your fun
You find the tears run on down through your face
Then you stop and think a little
Are you the victim of the system?
Anyday now they gone let you down
Remember, Natty will be there
To see you through

(I) And is it good to know (know) now
Jah will be waiting there
(I) won't it doggone good to know (know), you all
Jah will be waiting there
Wait in Summer, wait in Spring
Wait in Autumn, Winter thing
(Tribe) goes up, all the tribe goes down
Bring my children from the end of the earth

Many a time I sit and wonder why
This race so - so very hard to run
Then I say to my soul: take courage
Battle to be won
Like a ship that's tossed and driven
Battered by the angry sea, yea-eah!
Say the tide of time was raging
Don't let the fury fall on me, no, no!

(I) Cause I know (know) -know
Jah will be waiting there
(I) Ain't it good to know (know) now
Jah will be waiting there. Wo-oo-o-oo-o! Ooh, yeah!
Lost and found, who speak I give
Lost and found, who speak I give
Speak I give, lost and found
Lost and found, who speak I give
Lost and found, who speak I give"
Bob Marley,I Made a Mistake,"I made a mistake, yes, I did, yes, I did
Made a mistake, yes, I did, yes, I did
Now I'm so far from her, but it was me and my fate
Who lost because of my mistake
My trusting her has gone much too late

I've sent away the girl I love
I said, I've sent away the girl I love
She well gone, people crying
Said, my bold heart been dying
Who is it who made that mistake?
Who is it who made that mistake?

Oh, what a fool I've been tonight
The girl I love is out of sight
Now I'm so far from her, but it was me and my fate
Who lost because of my mistake
My trusting her has gone much too late

Oh, what a fool I've been tonight
The girl I love is out of sight
Now I'm so far from her, but it was me and my fate
Who lost because of my mistake, my, my mistake
Who lost because of my mistake"
